,FTR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,BbAvH,BbAvD,BbAvA
459,2,2.2,3.5,3.5,2.19,3.51,3.58,2.25,3.1,3.6,2.16,3.42,3.45
460,2,1.25,6.5,15.0,1.27,6.28,13.55,1.25,6.0,13.0,1.26,5.99,12.63
461,2,4.2,3.6,1.95,4.12,3.7,1.97,4.0,3.4,2.0,3.94,3.58,1.97
462,3,6.0,3.8,1.67,6.05,3.87,1.68,6.0,3.6,1.67,5.84,3.74,1.66
463,1,3.1,3.3,2.5,3.16,3.35,2.46,3.1,3.2,2.5,3.01,3.27,2.48
464,3,2.05,3.5,3.9,2.06,3.44,4.1,2.05,3.3,4.0,2.04,3.38,3.89
465,3,1.29,6.0,13.0,1.28,6.26,12.86,1.29,6.0,11.0,1.28,5.84,11.53
466,2,2.38,3.3,3.3,2.33,3.35,3.42,2.3,3.4,3.2,2.31,3.3,3.27
467,3,1.67,4.0,5.75,1.68,4.07,5.52,1.7,3.75,5.5,1.68,3.94,5.24
468,3,2.15,3.4,3.8,2.24,3.31,3.68,2.25,3.1,3.6,2.21,3.24,3.57
469,2,1.5,4.5,7.5,1.5,4.63,7.3,1.5,4.33,7.0,1.49,4.44,6.92
470,1,5.25,4.0,1.7,4.9,3.92,1.78,5.0,3.8,1.75,4.82,3.9,1.73
471,2,1.2,7.0,19.0,1.22,6.9,18.5,1.22,6.0,17.0,1.21,6.49,16.6
472,3,2.5,3.2,3.2,2.57,3.15,3.19,2.6,3.0,3.1,2.49,3.13,3.1
473,1,9.0,5.0,1.4,8.25,5.1,1.42,8.5,4.8,1.4,7.88,4.94,1.4
474,2,1.62,4.2,6.0,1.64,4.1,6.03,1.67,3.6,6.0,1.63,3.99,5.63
475,3,1.75,3.75,5.25,1.75,3.72,5.6,1.75,3.5,5.5,1.75,3.64,5.16
476,1,8.0,4.75,1.44,7.48,4.57,1.5,8.0,4.5,1.44,7.45,4.5,1.46
477,3,1.8,3.8,4.75,1.81,3.84,4.8,1.83,3.6,4.5,1.79,3.81,4.52
478,1,3.2,3.4,2.4,3.2,3.37,2.43,3.2,3.2,2.4,3.1,3.33,2.39
479,3,2.05,3.6,3.8,2.1,3.52,3.85,2.1,3.5,3.6,2.04,3.5,3.72
480,1,1.65,4.2,5.5,1.63,4.27,5.78,1.67,3.6,6.0,1.62,4.05,5.59
481,3,3.3,3.3,2.38,3.42,3.37,2.32,3.3,3.1,2.4,3.32,3.25,2.31
482,3,1.53,4.33,7.0,1.57,4.37,6.47,1.57,3.75,7.0,1.56,4.22,6.23
483,2,1.22,7.0,15.0,1.23,7.16,14.22,1.22,6.5,13.0,1.22,6.6,14.35
484,2,2.0,3.6,4.0,2.0,3.59,4.13,2.05,3.3,4.0,2.0,3.52,3.87
485,2,1.95,3.6,4.2,1.95,3.59,4.35,2.0,3.2,4.33,1.94,3.53,4.11
486,3,5.75,3.8,1.7,5.73,3.88,1.7,5.5,3.6,1.7,5.46,3.71,1.7
487,1,1.8,3.6,5.25,1.78,3.63,5.49,1.8,3.3,5.5,1.78,3.55,5.11
488,3,1.29,6.0,12.0,1.29,6.19,11.8,1.3,5.0,13.0,1.28,5.9,11.25
489,1,5.0,4.0,1.73,4.94,4.01,1.76,5.0,3.75,1.73,4.82,3.87,1.74
490,1,6.5,4.5,1.53,6.28,4.57,1.56,6.0,4.2,1.57,6.09,4.38,1.54
491,2,1.6,4.33,6.0,1.58,4.26,6.52,1.57,4.0,6.5,1.58,4.17,5.98
492,2,2.6,3.4,2.9,2.61,3.33,2.97,2.62,3.1,3.0,2.54,3.26,2.92
493,2,3.4,3.6,2.2,3.32,3.56,2.28,3.4,3.4,2.2,3.33,3.46,2.21
494,1,2.3,3.4,3.4,2.26,3.43,3.49,2.3,3.3,3.3,2.25,3.38,3.34
495,3,2.15,3.4,3.8,2.11,3.35,4.03,2.15,3.2,3.8,2.11,3.29,3.79
496,3,1.5,4.5,7.5,1.5,4.58,7.4,1.5,4.33,7.0,1.5,4.4,6.85
497,3,2.8,3.3,2.75,2.91,3.3,2.68,2.8,3.1,2.75,2.8,3.24,2.67
498,1,7.0,4.0,1.57,6.83,4.28,1.56,6.5,4.0,1.57,6.43,4.11,1.56
499,3,1.95,3.4,4.5,1.92,3.39,4.93,1.95,3.3,4.5,1.92,3.33,4.46
500,1,9.0,6.0,1.33,10.05,6.03,1.32,9.0,5.5,1.33,9.52,5.83,1.31
501,3,1.75,3.8,5.25,1.78,3.81,5.09,1.8,3.5,5.0,1.76,3.76,4.85
502,2,3.1,3.2,2.6,3.3,3.18,2.48,3.1,3.0,2.6,3.1,3.13,2.5
503,2,1.91,3.6,4.5,1.87,3.65,4.72,1.91,3.4,4.5,1.88,3.52,4.45
504,3,1.17,8.5,19.0,1.19,8.68,16.06,1.2,7.0,17.0,1.17,7.85,16.08
505,3,2.63,3.4,2.88,2.67,3.32,2.9,2.62,3.2,2.9,2.61,3.27,2.83
506,3,1.4,5.0,9.0,1.43,5.04,8.05,1.4,4.8,8.5,1.42,4.83,7.8
507,2,1.45,4.75,8.0,1.5,4.62,7.46,1.5,4.33,7.0,1.48,4.48,7.07
508,3,2.2,3.4,3.6,2.19,3.35,3.78,2.2,3.2,3.6,2.15,3.35,3.6
509,1,2.4,3.3,3.3,2.39,3.32,3.32,2.4,3.2,3.2,2.38,3.26,3.16
510,3,3.5,3.3,2.3,3.58,3.39,2.24,3.4,3.2,2.3,3.38,3.3,2.25
511,1,2.15,3.6,3.6,2.14,3.59,3.64,2.2,3.3,3.5,2.12,3.49,3.51
512,3,1.62,4.0,6.5,1.64,4.1,6.03,1.62,3.75,6.5,1.62,3.92,5.92
513,3,3.4,3.4,2.3,3.39,3.44,2.3,3.4,3.2,2.3,3.26,3.35,2.28
514,3,1.36,5.5,9.0,1.36,5.45,9.64,1.36,5.0,9.5,1.35,5.15,9.23
515,3,2.2,3.3,3.75,2.16,3.33,3.89,2.2,3.2,3.6,2.16,3.27,3.65
516,1,4.75,4.2,1.75,5.08,4.1,1.72,4.8,3.8,1.75,4.79,3.93,1.73
517,3,5.0,4.0,1.75,4.63,4.01,1.8,4.8,3.8,1.75,4.59,3.89,1.76
518,2,3.6,3.5,2.15,3.65,3.5,2.17,3.6,3.3,2.2,3.59,3.4,2.13
519,3,1.83,3.5,5.25,1.8,3.57,5.4,1.83,3.4,5.0,1.79,3.47,5.09
520,3,1.35,5.5,9.5,1.38,5.29,9.21,1.36,5.0,9.0,1.36,5.19,8.83
521,3,3.5,3.5,2.2,3.48,3.45,2.26,3.3,3.3,2.3,3.36,3.37,2.24
522,2,3.5,3.3,2.3,3.43,3.37,2.32,3.3,3.2,2.38,3.33,3.29,2.29
523,3,5.25,4.0,1.7,5.28,4.1,1.7,5.0,3.8,1.73,4.99,3.95,1.7
524,3,2.15,3.5,3.6,2.14,3.55,3.68,2.2,3.3,3.6,2.13,3.45,3.55
525,3,3.1,3.4,2.45,3.15,3.39,2.45,3.0,3.3,2.5,3.06,3.28,2.44
526,3,1.25,6.25,15.0,1.27,6.25,14.32,1.29,5.5,13.0,1.27,5.84,12.53
527,2,1.3,6.0,11.0,1.29,6.29,11.73,1.3,5.5,11.0,1.29,5.9,10.37
528,3,2.2,3.4,3.6,2.22,3.37,3.64,2.25,3.2,3.5,2.2,3.32,3.49
529,3,1.7,3.7,6.0,1.68,3.68,6.42,1.73,3.4,6.0,1.69,3.61,5.83
530,3,2.4,3.4,3.2,2.43,3.47,3.13,2.4,3.3,3.1,2.41,3.4,3.04
531,3,4.2,3.75,1.91,4.28,3.77,1.92,4.2,3.6,1.91,4.11,3.7,1.91
532,1,5.25,4.0,1.7,5.56,4.08,1.68,4.8,4.0,1.7,5.19,3.94,1.68
533,3,1.29,6.5,11.0,1.28,6.4,12.25,1.25,6.5,12.0,1.26,6.26,11.65
534,1,6.0,4.33,1.6,6.48,4.28,1.58,6.0,4.0,1.6,5.99,4.13,1.58
535,2,3.1,3.3,2.5,3.29,3.25,2.45,3.2,3.2,2.4,3.15,3.2,2.43
536,1,10.0,5.75,1.33,10.45,5.72,1.33,9.0,5.0,1.33,9.49,5.43,1.33
537,3,1.22,7.0,15.0,1.25,6.6,14.0,1.25,6.0,13.0,1.23,6.33,13.83
538,3,2.05,3.5,4.0,2.06,3.5,4.04,2.05,3.3,4.0,2.04,3.42,3.87
539,3,1.67,4.0,5.75,1.65,4.13,5.82,1.67,3.8,5.5,1.64,3.97,5.52
540,1,6.5,4.2,1.57,5.85,4.3,1.62,6.5,3.75,1.62,5.82,4.09,1.6
541,3,2.1,3.4,4.0,2.07,3.42,4.1,2.1,3.3,3.75,2.07,3.36,3.83
542,2,2.6,3.4,2.9,2.59,3.35,2.98,2.6,3.2,2.9,2.55,3.3,2.89
543,3,2.63,3.3,2.9,2.67,3.23,2.97,2.62,3.2,2.9,2.6,3.21,2.9
544,1,5.75,3.8,1.7,5.53,3.77,1.74,5.5,3.5,1.75,5.38,3.68,1.72
545,3,1.62,4.1,6.0,1.67,4.09,5.7,1.67,3.6,6.0,1.65,3.93,5.61
546,1,3.0,3.3,2.6,2.95,3.23,2.69,2.9,3.2,2.62,2.91,3.21,2.6
547,3,2.15,3.6,3.5,2.13,3.56,3.7,2.2,3.4,3.4,2.13,3.54,3.48
548,3,1.22,7.0,15.0,1.22,7.35,15.0,1.22,6.5,15.0,1.21,6.73,14.84
549,1,4.2,3.6,1.95,4.27,3.85,1.9,4.2,3.5,1.95,4.12,3.61,1.91
550,3,1.33,5.5,8.5,1.35,5.58,10.12,1.33,5.0,11.0,1.34,5.31,9.47
551,3,2.9,3.1,2.6,3.06,3.18,2.64,3.0,3.1,2.62,2.97,3.1,2.61
552,3,1.36,5.0,8.5,1.42,4.78,9.52,1.4,4.8,8.5,1.38,4.85,8.69
553,1,10.0,5.5,1.3,9.86,5.82,1.34,9.0,5.5,1.33,9.42,5.56,1.32
554,1,2.5,3.3,2.9,2.57,3.33,3.03,2.5,3.3,3.0,2.5,3.32,2.93
555,3,1.22,6.5,13.0,1.24,6.95,15.0,1.25,5.5,17.0,1.22,6.48,14.79
556,1,2.63,3.2,2.8,2.71,3.43,2.78,2.7,3.3,2.7,2.63,3.34,2.75
557,2,2.5,3.3,2.9,2.54,3.36,3.05,2.4,3.3,3.1,2.47,3.28,3.0
558,3,1.3,5.5,10.0,1.3,6.15,11.02,1.33,5.0,11.0,1.29,5.76,10.49
559,1,2.8,3.25,2.6,3.01,3.3,2.6,2.9,3.2,2.6,2.89,3.24,2.57
560,2,4.33,3.5,1.95,4.28,3.43,2.02,4.33,3.4,1.95,4.2,3.4,1.98
561,3,2.4,3.25,3.3,2.38,3.26,3.41,2.4,3.2,3.2,2.38,3.24,3.24
562,3,1.25,6.5,14.0,1.28,6.15,12.85,1.29,5.5,13.0,1.27,5.84,12.21
563,3,2.1,3.6,3.7,2.1,3.56,3.8,2.1,3.4,3.75,2.07,3.53,3.66
564,3,2.35,3.6,3.1,2.37,3.52,3.18,2.4,3.3,3.1,2.35,3.48,3.05
565,3,1.25,6.0,16.0,1.25,6.2,16.45,1.25,5.5,17.0,1.25,5.85,14.97
566,1,1.75,3.7,5.5,1.78,3.59,5.55,1.8,3.3,5.5,1.76,3.52,5.31
567,1,2.9,3.4,2.6,2.83,3.49,2.63,2.8,3.3,2.62,2.82,3.39,2.56
568,3,1.29,5.5,9.5,1.34,5.6,10.4,1.33,5.5,9.0,1.33,5.45,9.57
569,1,5.5,3.75,1.62,5.71,3.94,1.69,5.5,3.6,1.73,5.49,3.8,1.67
570,3,2.2,3.4,3.6,2.28,3.33,3.55,2.3,3.2,3.4,2.23,3.3,3.45
571,3,1.17,8.5,19.0,1.18,8.55,17.5,1.18,7.0,15.0,1.16,8.07,17.76
572,2,2.75,3.2,2.88,2.8,3.16,2.88,2.75,3.1,2.8,2.73,3.1,2.85
573,2,11.0,5.5,1.33,9.95,5.55,1.35,11.0,4.5,1.36,9.41,5.26,1.34
574,3,1.75,3.7,5.5,1.76,3.72,5.48,1.8,3.3,5.5,1.75,3.57,5.25
575,1,6.0,4.0,1.65,5.77,4.13,1.65,5.5,3.8,1.67,5.56,3.95,1.64
576,2,4.33,3.4,1.85,4.52,3.87,1.85,5.0,3.4,1.83,4.44,3.72,1.82
577,1,1.75,3.5,4.75,1.8,3.77,5.0,1.83,3.4,5.0,1.79,3.63,4.78
578,3,1.8,3.5,4.5,1.89,3.58,4.7,1.95,3.4,4.2,1.88,3.51,4.37
579,3,2.63,3.25,2.63,2.77,3.35,2.77,2.9,3.1,2.62,2.78,3.28,2.64
580,3,3.6,3.4,2.2,3.75,3.35,2.2,3.5,3.2,2.25,3.56,3.29,2.2
581,3,3.3,3.5,2.3,3.34,3.62,2.25,3.2,3.4,2.3,3.24,3.45,2.27
582,1,6.0,4.1,1.62,6.1,3.96,1.66,6.0,3.6,1.67,5.78,3.87,1.64
583,1,3.1,3.3,2.5,3.09,3.45,2.46,3.0,3.3,2.5,3.0,3.34,2.46
584,1,7.0,4.75,1.5,6.54,4.71,1.53,6.5,4.33,1.53,6.38,4.55,1.51
585,3,1.33,5.5,11.0,1.32,5.51,12.56,1.33,5.0,11.0,1.32,5.23,11.25
586,2,2.5,3.2,3.2,2.51,3.18,3.25,2.5,3.1,3.1,2.49,3.1,3.16
587,3,2.38,3.4,3.2,2.41,3.41,3.2,2.4,3.2,3.2,2.38,3.33,3.13
588,3,4.5,4.0,1.8,4.54,3.9,1.84,4.33,3.75,1.83,4.39,3.8,1.82
589,2,2.15,3.4,3.75,2.16,3.34,3.88,2.2,3.3,3.6,2.14,3.33,3.67
590,2,1.83,3.75,4.75,1.84,3.77,4.73,1.85,3.6,4.5,1.84,3.64,4.52
591,1,3.25,3.4,2.38,3.19,3.45,2.4,3.2,3.2,2.4,3.12,3.35,2.37
592,1,1.22,7.0,15.0,1.22,7.55,14.0,1.22,6.5,15.0,1.22,6.9,13.56
593,2,2.15,3.5,3.6,2.13,3.52,3.75,2.15,3.4,3.6,2.12,3.45,3.59
594,1,2.5,3.2,3.25,2.47,3.17,3.33,2.5,3.1,3.2,2.45,3.16,3.17
595,2,6.0,4.2,1.6,6.08,4.08,1.64,6.0,4.0,1.62,5.84,3.99,1.62
596,3,1.7,3.8,5.75,1.7,3.91,5.68,1.7,3.5,6.0,1.68,3.8,5.49
597,3,1.2,7.5,17.0,1.22,7.35,15.7,1.2,7.0,15.0,1.2,7.02,15.09
598,3,1.18,8.0,19.0,1.18,8.5,18.0,1.2,7.0,15.0,1.17,7.61,17.48
599,3,1.83,3.5,5.25,1.86,3.48,5.1,1.85,3.3,5.0,1.83,3.46,4.9
600,1,1.22,7.0,15.0,1.24,6.92,14.64,1.25,6.0,13.0,1.23,6.51,13.3
601,1,2.05,3.5,3.9,2.12,3.57,3.73,2.1,3.4,3.75,2.09,3.46,3.69
602,3,2.9,3.25,2.7,2.89,3.29,2.7,2.88,3.2,2.62,2.85,3.2,2.67
603,2,2.65,3.25,2.9,2.63,3.33,2.95,2.6,3.2,3.0,2.6,3.24,2.92
604,2,2.7,3.1,3.0,2.73,3.05,3.06,2.7,3.0,3.0,2.68,3.02,2.99
605,2,9.5,5.25,1.36,9.13,5.41,1.38,9.0,5.0,1.36,8.95,5.24,1.36
606,3,3.4,3.4,2.3,3.29,3.42,2.36,3.4,3.2,2.3,3.24,3.33,2.32
607,2,1.2,7.5,17.0,1.2,7.88,17.01,1.2,7.0,17.0,1.18,7.37,17.0
608,2,2.88,3.4,2.63,2.85,3.4,2.67,2.88,3.25,2.62,2.82,3.31,2.61
609,1,6.0,4.5,1.57,5.94,4.55,1.58,6.0,4.2,1.57,5.68,4.38,1.57
610,3,1.95,3.6,4.2,1.94,3.58,4.42,2.0,3.3,4.2,1.95,3.53,4.13
611,1,1.7,3.9,5.5,1.73,3.91,5.37,1.67,3.8,5.5,1.69,3.82,5.37
612,3,1.7,4.0,5.25,1.74,4.0,5.14,1.73,3.6,5.5,1.71,3.86,5.07
613,3,8.0,4.75,1.45,7.68,4.59,1.49,8.0,4.5,1.44,7.42,4.47,1.47
614,1,1.85,3.75,4.5,1.85,3.67,4.84,1.83,3.6,4.5,1.84,3.59,4.58
615,3,1.29,6.0,13.0,1.29,5.95,13.45,1.29,5.5,13.0,1.27,5.76,12.9
616,3,2.15,3.3,3.9,2.12,3.28,4.1,2.15,3.2,3.8,2.12,3.26,3.83
617,3,2.3,3.25,3.5,2.31,3.29,3.53,2.38,3.1,3.4,2.31,3.22,3.39
618,1,5.75,4.0,1.65,5.95,3.89,1.68,5.5,3.75,1.7,5.58,3.8,1.68
619,3,1.22,7.0,15.0,1.23,7.55,13.6,1.22,7.0,13.0,1.22,6.9,13.58
620,3,1.29,6.0,13.0,1.3,6.2,11.44,1.3,5.5,11.0,1.28,5.92,11.24
621,3,2.3,3.4,3.4,2.22,3.41,3.61,2.3,3.2,3.4,2.24,3.34,3.41
622,3,1.25,6.5,14.0,1.27,6.4,13.0,1.25,6.0,13.0,1.25,6.19,12.92
623,2,3.9,3.3,2.15,3.8,3.35,2.18,3.6,3.2,2.2,3.7,3.28,2.15
624,3,2.15,3.3,3.9,2.13,3.42,3.86,2.1,3.3,3.8,2.1,3.36,3.73
625,1,3.9,3.4,2.1,3.92,3.54,2.07,3.8,3.3,2.1,3.76,3.43,2.06
626,2,2.25,3.3,3.6,2.28,3.25,3.65,2.25,3.2,3.6,2.22,3.26,3.52
627,2,9.0,5.0,1.4,8.59,4.73,1.44,8.0,4.5,1.44,8.28,4.61,1.42
628,3,2.4,3.3,3.25,2.44,3.3,3.25,2.5,3.2,3.1,2.41,3.26,3.13
629,1,7.5,5.0,1.44,6.97,4.95,1.48,7.0,4.8,1.44,6.91,4.76,1.45
630,3,1.25,6.5,15.0,1.27,6.51,12.91,1.25,6.0,13.0,1.25,6.18,12.92
631,3,2.1,3.2,4.2,2.12,3.13,4.37,2.15,3.1,4.0,2.1,3.12,4.08
632,3,1.4,5.25,8.5,1.43,5.18,7.91,1.4,4.8,8.5,1.4,4.97,7.87
633,2,2.15,3.3,3.9,2.2,3.22,3.91,2.2,3.1,3.8,2.16,3.22,3.74
634,2,2.63,3.3,2.9,2.63,3.26,3.0,2.62,3.2,2.9,2.57,3.22,2.91
635,3,2.1,3.4,4.0,2.11,3.44,3.93,2.1,3.3,3.8,2.07,3.39,3.81
636,3,1.44,5.0,7.5,1.43,4.89,8.49,1.44,4.5,8.0,1.42,4.79,7.82
637,3,5.5,4.2,1.65,5.75,4.27,1.63,5.5,3.8,1.67,5.66,4.04,1.62
638,3,1.85,3.6,4.75,1.87,3.55,4.92,1.85,3.4,4.8,1.85,3.56,4.62
639,3,2.15,3.6,3.6,2.14,3.51,3.73,2.15,3.4,3.6,2.11,3.51,3.56
640,2,1.25,6.5,15.0,1.27,6.55,12.75,1.25,6.0,13.0,1.25,6.15,12.85
641,3,1.95,3.4,4.5,2.0,3.3,4.6,1.95,3.3,4.5,1.95,3.32,4.43
642,3,2.0,3.5,4.2,2.05,3.35,4.27,2.0,3.4,4.0,2.01,3.36,4.07
643,1,3.6,3.4,2.2,3.54,3.38,2.26,3.5,3.1,2.3,3.51,3.28,2.22
644,1,2.2,3.3,3.8,2.23,3.28,3.74,2.2,3.1,3.8,2.19,3.21,3.68
645,1,11.0,6.5,1.29,10.81,6.35,1.3,11.0,5.5,1.3,10.54,5.99,1.29
646,3,1.67,4.2,5.25,1.64,4.17,5.88,1.67,3.8,5.5,1.63,4.01,5.58
647,1,6.0,4.1,1.62,5.75,4.3,1.63,6.0,4.0,1.62,5.74,4.02,1.62
648,2,1.25,6.5,15.0,1.25,6.8,13.6,1.25,6.0,13.0,1.23,6.49,12.73
649,3,2.6,3.5,2.8,2.67,3.4,2.84,2.62,3.3,2.8,2.59,3.38,2.78
650,3,1.67,3.8,6.0,1.68,3.89,6.0,1.7,3.75,5.5,1.67,3.81,5.61
651,3,2.55,3.3,3.0,2.58,3.24,3.08,2.6,3.1,3.0,2.52,3.26,2.97
652,3,1.25,6.5,14.0,1.26,6.55,13.5,1.25,6.0,13.0,1.24,6.3,13.23
653,3,2.15,3.5,3.6,2.15,3.51,3.7,2.2,3.3,3.5,2.16,3.41,3.5
654,3,1.91,3.5,4.75,1.94,3.45,4.63,1.91,3.4,4.5,1.92,3.42,4.39
655,3,1.53,4.33,7.0,1.52,4.46,7.15,1.53,4.0,7.0,1.51,4.25,6.81
656,1,6.5,4.0,1.62,6.54,4.04,1.61,6.0,4.0,1.62,6.13,3.94,1.6
657,2,2.55,3.3,3.0,2.62,3.23,3.04,2.6,3.2,2.88,2.54,3.22,2.95
658,3,5.25,4.0,1.73,5.36,4.02,1.71,5.0,3.8,1.73,5.09,3.84,1.71
659,1,2.3,3.5,3.3,2.33,3.49,3.28,2.38,3.3,3.2,2.3,3.39,3.2
660,2,2.0,3.75,3.8,1.98,3.68,4.1,2.0,3.6,3.8,1.97,3.65,3.82
661,1,6.0,3.7,1.7,5.97,3.8,1.69,5.5,3.6,1.7,5.69,3.67,1.68
662,3,1.73,3.8,5.5,1.72,3.87,5.53,1.73,3.6,5.5,1.7,3.81,5.26
663,1,5.75,3.8,1.7,6.07,3.91,1.67,5.5,3.75,1.7,5.5,3.78,1.68
664,1,1.3,5.75,12.0,1.3,5.9,12.0,1.29,5.5,12.0,1.28,5.54,12.13
665,3,2.45,3.4,3.1,2.47,3.42,3.1,2.5,3.3,3.0,2.45,3.33,2.98
666,3,2.05,3.5,4.0,2.07,3.48,4.0,2.05,3.4,3.8,2.04,3.44,3.83
667,3,1.73,3.9,5.25,1.73,3.97,5.25,1.73,3.8,5.0,1.7,3.94,4.99
668,2,1.36,5.0,11.0,1.37,5.05,10.55,1.36,5.0,9.0,1.36,4.9,9.83
669,2,1.65,4.0,6.0,1.67,4.13,5.57,1.62,4.2,5.5,1.64,3.99,5.52
670,3,1.85,3.6,4.75,1.87,3.67,4.72,1.85,3.6,4.5,1.84,3.56,4.57
671,2,3.1,3.75,2.3,3.22,3.82,2.23,3.1,3.5,2.3,3.08,3.62,2.26
672,2,2.0,3.4,4.33,1.98,3.43,4.47,1.95,3.5,4.2,1.97,3.39,4.2
673,3,2.5,3.1,3.3,2.48,3.07,3.43,2.5,3.1,3.1,2.45,3.1,3.23
674,3,1.45,4.5,8.5,1.48,4.61,7.92,1.44,4.33,8.5,1.45,4.5,7.85
675,2,1.57,4.2,6.5,1.57,4.23,6.75,1.57,4.0,6.5,1.57,4.11,6.32
676,3,2.5,3.2,3.2,2.56,3.16,3.19,2.5,3.1,3.1,2.49,3.14,3.13
677,3,1.4,5.25,8.0,1.42,5.32,7.89,1.4,5.0,8.0,1.39,5.11,7.7
678,3,2.4,3.5,3.1,2.41,3.56,3.08,2.4,3.3,3.1,2.37,3.41,3.05
679,3,2.05,3.3,4.2,2.08,3.32,4.2,2.05,3.2,4.2,2.05,3.27,4.04
680,2,1.36,5.25,9.5,1.4,5.31,8.45,1.36,5.0,9.0,1.38,5.1,8.25
681,3,1.83,3.7,4.75,1.84,3.7,4.86,1.83,3.5,4.8,1.83,3.56,4.67
682,1,5.0,4.0,1.73,5.33,3.97,1.72,5.0,3.8,1.73,5.04,3.82,1.72
683,1,6.5,4.0,1.6,6.35,4.26,1.59,6.0,3.6,1.62,6.2,4.02,1.58
684,3,1.2,7.5,17.0,1.22,7.6,14.85,1.22,6.0,13.0,1.2,7.13,14.5
685,2,2.45,3.1,3.4,2.42,3.15,3.45,2.4,3.0,3.2,2.42,3.12,3.24
686,1,4.0,3.75,1.95,4.06,3.71,1.98,4.0,3.4,1.95,4.0,3.61,1.94
687,3,1.25,6.5,15.0,1.25,6.6,14.0,1.25,5.5,12.0,1.24,6.1,13.34
688,1,3.0,3.3,2.55,3.11,3.31,2.52,2.8,3.1,2.6,3.0,3.2,2.5
689,3,2.1,3.6,3.7,2.09,3.49,3.92,2.1,3.3,3.5,2.09,3.47,3.61
690,3,1.75,3.9,5.0,1.76,3.98,4.95,1.75,3.5,5.0,1.73,3.78,4.95
691,1,10.0,5.25,1.36,10.52,5.32,1.36,10.0,4.5,1.36,9.93,5.01,1.34
692,3,4.5,3.9,1.83,4.37,3.96,1.85,4.33,3.5,1.83,4.33,3.8,1.81
693,2,1.73,3.6,4.75,1.78,3.85,5.1,1.8,3.6,4.5,1.77,3.7,4.76
694,3,1.4,4.5,8.0,1.43,4.82,8.67,1.44,4.33,7.5,1.44,4.49,7.81
695,1,4.33,4.0,1.73,4.66,4.1,1.78,4.4,3.8,1.75,4.45,3.91,1.77
696,3,1.95,3.3,4.0,1.98,3.54,4.3,2.0,3.4,3.8,1.97,3.4,4.1
697,2,3.3,3.25,2.2,3.24,3.54,2.33,3.1,3.4,2.25,3.17,3.4,2.29
698,3,1.25,6.0,10.0,1.27,6.67,12.45,1.25,6.0,11.0,1.26,6.14,10.98
699,3,2.4,3.3,2.9,2.57,3.3,3.05,2.4,3.2,3.0,2.48,3.23,2.98
700,3,2.55,3.2,2.8,2.67,3.2,3.0,2.5,3.2,2.88,2.63,3.15,2.87
701,1,4.0,3.8,1.8,4.34,3.7,1.93,4.2,3.75,1.8,4.29,3.6,1.87
702,1,7.0,4.0,1.5,6.72,4.39,1.55,6.5,4.2,1.5,6.33,4.25,1.53
703,3,1.85,3.75,4.5,1.93,3.79,4.24,1.83,3.4,4.5,1.86,3.66,4.28
704,3,1.91,3.7,4.33,1.92,3.7,4.37,1.95,3.1,4.33,1.9,3.55,4.23
705,3,2.2,3.4,3.6,2.15,3.53,3.68,2.25,3.1,3.5,2.18,3.34,3.5
706,2,3.3,3.6,2.25,3.27,3.68,2.26,3.4,3.1,2.25,3.23,3.51,2.22
707,1,5.75,4.0,1.67,5.95,3.93,1.68,6.0,3.2,1.7,5.66,3.76,1.66
708,1,1.5,4.75,7.0,1.5,4.91,6.63,1.5,4.0,7.0,1.49,4.55,6.69
709,3,1.45,4.6,8.5,1.44,4.72,8.66,1.44,4.33,8.0,1.44,4.56,8.02
710,3,1.6,4.5,5.75,1.61,4.54,5.6,1.57,4.2,5.5,1.6,4.35,5.38
711,1,5.5,4.2,1.65,5.68,4.22,1.65,5.5,3.6,1.67,5.41,4.07,1.64
712,3,2.3,3.4,3.4,2.23,3.44,3.58,2.25,3.3,3.2,2.22,3.37,3.4
713,2,1.91,3.75,4.2,1.89,3.77,4.42,1.85,3.75,4.0,1.88,3.67,4.24
714,1,1.75,3.5,4.75,1.8,3.63,5.02,1.83,3.5,4.4,1.8,3.56,4.81
715,2,1.6,3.75,5.75,1.64,4.06,5.77,1.67,3.8,5.0,1.66,3.91,5.38
716,2,2.0,3.5,3.6,2.08,3.45,3.85,2.15,3.4,3.3,2.09,3.42,3.61
717,1,3.0,3.4,2.3,3.02,3.6,2.37,2.9,3.4,2.38,2.95,3.48,2.39
718,1,2.4,3.5,2.75,2.54,3.38,2.94,2.5,3.3,2.8,2.5,3.35,2.86
719,1,3.5,3.6,2.0,3.77,3.67,2.03,3.5,3.5,2.05,3.68,3.53,2.03
720,2,1.36,4.75,8.0,1.37,5.04,10.06,1.36,4.75,8.5,1.37,4.85,8.93
721,2,13.0,5.25,1.25,11.39,5.93,1.29,9.0,5.0,1.33,10.68,5.57,1.29
722,3,1.85,3.75,4.0,1.86,3.94,4.15,1.85,4.0,3.75,1.88,3.81,3.93
723,1,5.75,4.5,1.5,6.61,4.4,1.53,6.0,4.0,1.55,6.09,4.24,1.55
724,3,8.5,5.25,1.4,9.4,5.35,1.37,8.0,5.0,1.4,8.54,5.11,1.37
725,2,2.25,3.6,3.3,2.24,3.5,3.47,2.25,3.2,3.3,2.2,3.47,3.32
726,2,2.25,3.3,3.6,2.31,3.2,3.64,2.25,3.2,3.3,2.24,3.19,3.52
